OFFICIAL POS.,RACE NUMBER,NAME,OFFICIAL TIME,REAL TIME,REAL AVERAGE,CATEGORY
1791,15043,"GROOT, MARCO",2:47:39,2:47:37,"3,58",M-M55
1792,5770,"SÁNCHEZ GONZÁLEZ, OSCAR",2:47:40,2:47:40,"3,58",M-M45
1793,28888,"PERNAR, CHRISTOPHE",2:47:40,2:47:25,"3,58",M-M50
1794,521,"DELMAS, JORIS",2:47:41,2:47:28,"3,58",M-SENIOR
1795,2573,"THOMAS ANTON, ANTHAMATTEN",2:47:42,2:47:24,"3,58",M-SENIOR
1796,3503,"ALDEANO FERNANDEZ, JOSE ANTONIO",2:47:42,2:47:38,"3,58",M-M45
1797,4975,"KÖNNICKE, PETER",2:47:43,2:47:29,"3,58",M-M50
1798,3295,"BACRY, CHARLEY",2:47:43,2:47:27,"3,58",M-M40
1799,3172,"GALLIANI, LUCA",2:47:43,2:47:21,"3,58",M-M35
1800,519,"SAVARY, NATHAN",2:47:43,2:47:36,"3,58",M-SENIOR
1801,13346,"DUARTE, FRANCISCO",2:47:44,2:47:42,"3,59",M-SENIOR
1802,14059,"CORDEIRO, RICARDO",2:47:44,2:47:44,"3,59",M-M45
1803,1939,"SCOTT, ALAN",2:47:45,2:47:43,"3,59",M-M40
1804,2272,"THOMAS, GRUBER",2:47:46,2:47:23,"3,59",M-SENIOR
1805,1871,"VILLAVERDE VAZQUEZ, LUIS ALBERTO",2:47:47,2:47:43,"3,59",M-M40
1806,28850,"SANCHEZ GOMEZ, JUAN MIGUEL",2:47:47,2:47:34,"3,59",M-M40
1807,5790,"QUENTIN, DESCOURS",2:47:48,2:47:44,"3,59",M-M35
1808,3418,"JIMÉNEZ MUÑOZ, JOSE LUIS",2:47:48,2:47:28,"3,59",M-M40
1809,2841,"LEDESMA, GABRIEL",2:47:48,2:47:31,"3,59",M-M40
1810,2230,"RAEYMAEKERS, SANDER",2:47:50,2:47:21,"3,59",M-SENIOR
1811,3461,"MÉNDEZ ESCALANTE, JUANMA",2:47:51,2:47:34,"3,59",M-M45
1812,3909,"EDO SORIANO, HECTOR",2:47:51,2:47:51,"3,59",M-M35
1813,4319,"ABAD LÁZARO, JUAN",2:47:52,2:47:49,"3,59",M-M35
1814,2470,"CUESTA AMIGO, GABRIEL",2:47:52,2:47:28,"3,59",M-SENIOR
1815,2634,"CAMACHO PADILLA, MARCOS",2:47:54,2:47:37,"3,59",M-SENIOR
1816,2431,"ROGER, PAUL",2:47:54,2:47:37,"3,59",M-SENIOR
1817,13320,"ARMANDY, MICHEL",2:47:54,2:47:45,"3,59",M-M55
1818,2746,"OISETH, PHILIP PURU",2:47:54,2:47:28,"3,59",M-SENIOR
1819,9018,"PEDERSEN, SIGURD",2:47:56,2:47:26,"3,59",M-SENIOR
1820,7785,"CAMPUZANO PÉREZ, DAVID",2:47:56,2:46:56,"3,59",M-M40
1821,5527,"DUPONT, FREDDY",2:47:56,2:47:48,"3,59",M-M45
1822,524,"DE LA FUENTE BARROSO, MARCOS",2:47:57,2:47:40,"3,59",M-SENIOR
1823,2930,"WIELICZKO, THOMAS",2:47:57,2:47:32,"3,59",M-M35
1824,1933,"BREESE, WILL",2:47:57,2:47:43,"3,59",M-SENIOR
1825,5366,"BAQUEDANO ABAUNZA, IÑIGO",2:47:57,2:47:53,"3,59",M-M40
1826,11502,"BAQUEDANO ABAUNZA, ASIER",2:47:58,2:47:53,"3,59",M-M40
1827,28782,"BERNIER, FLORIAN",2:47:58,2:47:51,"3,59",M-SENIOR
1828,1915,"MOLINA CLEMOT, RAUL",2:47:59,2:47:33,"3,59",M-SENIOR
1829,2467,"ALVES DE MORAIS, EUSTAQUIO",2:47:59,2:47:52,"3,59",M-M40
1830,2476,"OLIVARES, AITOR",2:47:59,2:47:35,"3,59",M-M50
1831,4814,"LINDQVIST, BJORN",2:47:59,2:47:56,"3,59",M-SENIOR
1832,3528,"GUZMÁN MATEU, DANIEL",2:48:00,2:47:41,"3,59",M-M40
1833,14485,"ROBERTS, JAMES",2:48:00,2:47:56,"3,59",M-M40
1834,4145,"VIEGAS, TELMO",2:48:00,2:47:51,"3,59",M-M45
1835,3076,"ITURRI URQUIA, IBAN",2:48:01,2:47:27,"3,59",M-M40
1836,2199,"HO, GHIM KHOON",2:48:01,2:47:49,"3,59",M-M35
1837,5419,"BAZACO CALOTO, FERNANDO",2:48:01,2:47:28,"3,59",M-SENIOR
1838,2859,"MOYA RAMON, RAUL",2:48:01,2:47:50,"3,59",M-M45
1839,2679,"LARSSON, OSKAR",2:48:01,2:47:39,"3,59",M-SENIOR
1840,5323,"JUBERÍAS RODRÍGUEZ, SAMUEL",2:48:01,2:47:41,"3,59",M-M35
1841,707,"N'DIAYE, YOUSSOUPHA",2:48:01,2:47:52,"3,59",M-SENIOR
1842,2780,"REDDING, JOHN",2:48:02,2:47:45,"3,59",M-M40
1843,3065,"MANGAS DE LA FUENTE, JUAN ANTONIO",2:48:03,2:48:03,"3,59",M-M45
1844,3270,"GARCIA APARICIO, DAVID",2:48:03,2:47:50,"3,59",M-SENIOR
1845,3955,"YILMAZ, MUHARREM",2:48:04,2:48:04,"3,59",M-M50
1846,2739,"LIW, FREDRIK",2:48:04,2:47:38,"3,59",M-M40
1847,4065,"DUMON, GAUTHIER",2:48:04,2:47:54,"3,59",M-SENIOR
1848,5161,"HERRERO HERNÁNDEZ, ALFONSO",2:48:04,2:47:41,"3,59",M-M35
1849,15423,"GUNNEROD, HENRIK",2:48:04,2:47:59,"3,59",M-SENIOR
1850,5245,"PARÍS VENDRELL, PABLO",2:48:04,2:48:00,"3,59",M-M40
1851,3977,"MORAGON WILLIAMS, MARCO",2:48:04,2:47:50,"3,59",M-M35
1852,4210,"MÉRILLOT, SIMON",2:48:05,2:48:05,"3,59",M-M40
1853,4110,"RODRIGUES, MIGUEL",2:48:05,2:47:57,"3,59",M-M40
1854,1824,"GARCIA MILLAS, DIEGO",2:48:05,2:47:53,"3,59",M-M40
1855,5014,"ZUBICOA TERRER, VICTOR",2:48:07,2:47:31,"3,59",M-SENIOR
1856,2673,"BEURRIER, PASCAL",2:48:08,2:47:53,"3,59",M-M50
1857,3163,"BOTHEREAU, VINCENT",2:48:08,2:47:59,"3,59",M-M40
1858,1258,"WHITEHEAD, JAMES",2:48:09,2:48:06,"3,59",M-M40
1859,2463,"KATSANTONIS, DIMITRIOS",2:48:10,2:48:10,"3,59",M-M40
1860,1213,"RINALDI, ROSSANO",2:48:10,2:47:57,"3,59",M-M45
1861,2664,"OLIVARES PÉREZ, ANTONIO JOSÉ",2:48:11,2:48:08,"3,59",M-M40
1862,3175,"VALLADON, VINCENT",2:48:11,2:47:49,"3,59",M-SENIOR
1863,2574,"FALLAIZE, JAY",2:48:12,2:47:54,"3,59",M-M40
1864,3038,"FRANKO, IGOR",2:48:12,2:47:46,"3,59",M-SENIOR
1865,4733,"BLANCH, ALBERTO",2:48:12,2:48:08,"3,59",M-M40
1866,5457,"ROLDÁN SÁNCHEZ, ELIAS",2:48:14,2:48:09,"3,59",M-M35
1867,4327,"NADEAU, MAXIME",2:48:14,2:48:13,"3,59",M-M35
1868,1790,"MILASHENKO, OLEKSANDR",2:48:15,2:48:11,"3,59",M-M35
1869,3709,"KARIV, YUVAL",2:48:15,2:48:12,"3,59",M-M45
1870,5499,"YVES, DUCRET",2:48:15,2:47:59,"3,59",M-M55
1871,29519,"WITTKE, FABIAN",2:48:16,2:48:00,"3,59",M-M35
1872,4688,"DÍAZ PEÑA, SERGIO",2:48:16,2:48:08,"3,59",M-SENIOR
1873,5345,"DE PONGA MAYO, DAVID",2:48:16,2:47:49,"3,59",M-SENIOR
1874,13225,"SANCHEZ CONDE, JESUS MARIA",2:48:16,2:48:03,"3,59",M-M40
1875,5941,"LEDENT, MATHIEU",2:48:18,2:48:18,"3,59",M-SENIOR
1876,5433,"VINCENT, NELSON",2:48:18,2:48:18,"3,59",M-M35
1877,3281,"MELERO, PEDRO",2:48:19,2:47:55,"3,59",M-M40
1878,2779,"BOLEVE, ALEXANDRE",2:48:19,2:48:09,"3,59",M-M40
1879,28893,"VANDE WEGHE, THOMAS",2:48:19,2:48:10,"3,59",M-SENIOR
1880,3257,"CRÉMOUX, NICOLAS",2:48:20,2:48:14,"3,59",M-M35
1881,1619,"SALINAS ORTEGA, GUILLERMO LUIS",2:48:20,2:48:08,"3,59",M-M50
1882,2778,"LACOMBE, OLIVIER",2:48:20,2:48:10,"3,59",M-M50
1883,3036,"HOUARI, BENYETTOU",2:48:21,2:48:09,"3,59",M-M40
1884,2307,"SIEGFRIED, VENOT",2:48:22,2:48:06,"3,59",M-M45
1885,2109,"SOUANEF, HAKIM",2:48:23,2:48:02,"3,59",M-M35
1886,5429,"QUINTERO CORTES, EDWIN",2:48:23,2:48:23,"3,59",M-SENIOR
1887,4153,"SALAT, ALEXANDRE",2:48:23,2:48:21,"3,59",M-SENIOR
1888,5696,"POHLAK, BERT",2:48:23,2:48:12,"3,59",M-M40
1889,2742,"DOIT, OLIVIER",2:48:23,2:47:56,"3,59",M-M45
1890,2525,"BLATT, ELAD",2:48:25,2:48:06,"3,59",M-M40
1891,3676,"VENDRELL CASTILLO, ABELARDO",2:48:25,2:48:21,"3,59",M-M35
1892,5827,"SANTOS, JOSÉ",2:48:26,2:48:07,"4,00",M-M50
1893,4496,"GORIN, MAROM",2:48:26,2:48:22,"4,00",M-M40
