OFFICIAL POS.,RACE NUMBER,NAME,OFFICIAL TIME,REAL TIME,REAL AVERAGE,CATEGORY
18375,24903,"ULL BARBAT, FERNANDO",4:22:38,4:21:13,"6,13",M-M50
18376,16391,"GIMÉNEZ VICEDO, JUAN PABLO",4:22:38,4:22:02,"6,13",M-UNDER23
18377,20209,"PEREZ JUAN, ALEJANDRO",4:22:39,4:21:03,"6,13",M-M50
18378,25060,"TARANCÓN NAVARRO, JUAN JOSÉ",4:22:39,4:22:38,"6,13",M-M65
18379,28659,"RUIGROK, MUNRO",4:22:41,4:22:00,"6,14",M-M35
18380,27538,"MARTÍNEZ CAPARRÓS, JOSÉ",4:22:41,4:22:22,"6,14",M-M40
18381,26836,"CARTAGENA FERNÁNDEZ, REBECA",4:22:41,4:22:29,"6,14",F-W35
18382,17332,"SOLARES, LORENA",4:22:42,4:21:32,"6,14",F-W50
18383,16081,"BELLÓN SÁNCHEZ, ANTONIO",4:22:43,4:22:04,"6,14",M-M50
18384,25309,"CUENCA MORALES, CLAUDIA",4:22:43,4:22:28,"6,14",F-W35
18385,20473,"BENLLOCH VENTURA, RAÚL",4:22:45,4:22:33,"6,14",M-SENIOR
18386,28039,"ALEXANDRA, CHANCEL",4:22:45,4:22:41,"6,14",F-W45
18387,23032,"GOMEZ NAVARRO, MARIA",4:22:45,4:21:13,"6,14",F-SENIOR
18388,28379,"DEGIOVANNI, MARA LINDA",4:22:46,4:21:20,"6,14",F-W45
18389,20147,"KÜHNEN, CLAUDIA",4:22:46,4:22:36,"6,14",F-W55
18390,20150,"KOHL, YVONNE",4:22:46,4:22:35,"6,14",F-W55
18391,27784,"NICODEME, DAVID",4:22:47,4:21:48,"6,14",M-M40
18392,23547,"KLISZKO, GRZEGORZ",4:22:49,4:21:16,"6,14",M-M35
18393,18066,"OLAYA DITO, CARLOS",4:22:49,4:22:08,"6,14",M-M45
18394,20974,"NUÑEZ MUELAS, LUIS-CARLOS",4:22:51,4:22:01,"6,14",M-M40
18395,24595,"BOIOLI, SIMONE",4:22:51,4:22:33,"6,14",M-SENIOR
18396,24381,"AGGARWAL, REENA",4:22:54,4:21:47,"6,14",F-W45
18397,10652,"MARTORELL HERNÁNDEZ, JOSÉ MIGUEL",4:22:54,4:22:50,"6,14",M-SENIOR
18398,24993,"FERRANDO, MARÍA JOSE",4:22:54,4:21:24,"6,14",F-W60
18399,24998,"MENGUAL, DANIEL",4:22:56,4:22:15,"6,14",M-M40
18400,26013,"CHUST LÓPEZ, LORENZO",4:22:56,4:22:15,"6,14",M-M35
18401,18638,"BOLONDI, GIULIANO",4:22:56,4:21:53,"6,14",M-M35
18402,20909,"BUCUR, CRISTIAN",4:22:59,4:22:45,"6,14",M-M50
18403,20470,"COLAIACOVO, DANTE",4:22:59,4:22:35,"6,14",M-M50
18404,27110,"CHORQUES PAYA, ANTONIO",4:23:00,4:21:26,"6,14",M-SENIOR
18405,29944,"DOLZ GINER, DAVID",4:23:01,4:21:23,"6,14",M-M45
18406,9163,"RODRIGUEZ, PASCUAL",4:23:01,4:21:44,"6,14",M-M50
18407,25246,"VALLS RIOS, PATRICIA",4:23:01,4:23:00,"6,14",F-W40
18408,20557,"ESCUDERO RASTROLLO, MARIANGELES",4:23:02,4:22:47,"6,14",F-W45
18409,21390,"HURTADO ALVAREZ, NOELIA",4:23:02,4:22:38,"6,14",F-W35
18410,22331,"HERNÁNDEZ DOMÍNGUEZ, MIGUEL ÁNGEL",4:23:02,4:21:53,"6,14",M-M40
18411,17060,"LEMAIRE GIACCHETTI, VALERIE",4:23:03,4:21:33,"6,14",F-W40
18412,27572,"REYNISDÓTTIR, RAKEL",4:23:03,4:22:37,"6,14",F-W50
18413,17220,"MUÑOZ OLMEDO, JUAN JAVIER",4:23:04,4:22:51,"6,14",M-M50
18414,12461,"FERNANDEZ FRAGA, MARIA",4:23:04,4:22:51,"6,14",F-SENIOR
18415,25350,"JIMÉNEZ HERNÁNDEZ, VICENTE",4:23:07,4:23:05,"6,14",M-M45
18416,25051,"MOMPO GARCIA, JUAN ANTONIO",4:23:08,4:22:58,"6,14",M-M35
18417,21071,"DELTORO ARTALEJO, FRANCISCO JOSE",4:23:08,4:22:49,"6,14",M-M50
18418,22092,"GARCÍA GIL, ISMAEL",4:23:09,4:21:08,"6,14",M-M50
18419,20383,"GALAN PEREZ, VICTOR",4:23:09,4:21:08,"6,14",M-M50
18420,26892,"MARTÍNEZ COBO, BEATRIZ",4:23:10,4:21:53,"6,14",F-W50
18421,17154,"NAVARRO BUENO, BASILIO",4:23:10,4:21:32,"6,14",M-M50
18422,23779,"BELTRAN PRADES, ERNEST",4:23:10,4:22:25,"6,14",M-UNDER23
18423,27064,"BERRESSE, JEAN-CHRISTOPHE",4:23:10,4:22:09,"6,14",M-M50
18424,28435,"PAOLI, ROBERTO",4:23:10,4:22:29,"6,14",M-M55
18425,24030,"ELIAH, VANHOVE",4:23:11,4:21:45,"6,14",M-UNDER23
18426,20488,"SÁNCHEZ MARTIN, SANDRA",4:23:11,4:22:14,"6,14",F-W35
18427,20277,"GARCÍA GÓMEZ, JESUS",4:23:11,4:22:22,"6,14",M-SENIOR
18428,20892,"ALBELDA GARCÍA, TERESA",4:23:12,4:22:15,"6,14",F-SENIOR
18429,20193,"ALIAGA PORCELLAR, CARLOS",4:23:13,4:22:34,"6,14",M-M45
18430,25627,"GONZÁLEZ MUÑOZ, ÁNGEL",4:23:14,4:22:36,"6,14",M-M40
18431,20731,"DEL BAÑO FERNÁNDEZ, FELIPE",4:23:14,4:21:23,"6,14",M-M55
18432,18413,"CHAVES AGUILAR, LIDIETTE",4:23:14,4:23:00,"6,14",F-W55
18433,22490,"GUTIERREZ GARCIA, LOLES",4:23:14,4:21:02,"6,14",F-W40
18434,20979,"PRIMO ALBA, JOSÉ FRANCISCO",4:23:15,4:21:28,"6,14",M-M55
18435,27379,"ISLA GOMEZ, JULIAN",4:23:15,4:22:26,"6,14",M-M50
18436,17662,"RONNINGEN SANDBU, ANDREAS",4:23:15,4:22:38,"6,14",M-M35
18437,24638,"FALCETTI, MARIO",4:23:16,4:21:06,"6,14",M-M60
18438,27978,"PARTAL VÁZQUEZ, PAULINA JOSÉ",4:23:16,4:22:32,"6,14",F-W45
18439,26368,"AIOSA, MARIA GRAZIA",4:23:16,4:22:23,"6,14",F-W50
18440,22346,"PELEGRÍN BAYOD, PEDRO JOSÉ",4:23:17,4:22:16,"6,14",M-M40
18441,16761,"GALAN MORENO, FELIX",4:23:17,4:21:59,"6,14",M-M60
18442,28099,"COMUNANZA, SIMONETTA",4:23:18,4:22:40,"6,14",F-W55
18443,17721,"MACIAN JUAN, CARLOS",4:23:20,4:23:03,"6,14",M-M50
18444,26811,"CLARKE, AUDREY",4:23:20,4:22:54,"6,14",F-W50
18445,20605,"FLORES FLORES, INGRID DALCY",4:23:20,4:23:10,"6,14",F-W40
18446,27065,"REY PARDO, LARA",4:23:20,4:21:56,"6,14",F-SENIOR
18447,20639,"TUDELA ORTELLS, VICTOR",4:23:21,4:21:37,"6,14",M-M65
18448,26775,"MATA MANCERA, JESÚS ISMAEL",4:23:21,4:21:34,"6,14",M-M45
18449,23345,"ORENSE MORENO, MIGUEL",4:23:22,4:22:43,"6,14",M-M50
18450,28245,"LIZAN ORTIZ, RAFAEL",4:23:22,4:22:57,"6,14",M-SENIOR
18451,27590,"ALVAREZ, DAVID",4:23:22,4:22:57,"6,14",M-SENIOR
18452,26319,"THOMAIN, PETITFILS",4:23:23,4:23:03,"6,15",F-W50
18453,26094,"DECREAUX, LAURENT",4:23:23,4:23:04,"6,15",M-M50
18454,16458,"DOMINGUES, VICTOR",4:23:24,4:22:15,"6,15",M-M50
18455,22344,"GARCÍA GARCIA, JOSE ANGEL",4:23:24,4:22:24,"6,15",M-M35
18456,18630,"SINGER, FRANCOIS",4:23:24,4:23:09,"6,15",M-SENIOR
18457,17063,"JEREMY, MAGNIER",4:23:25,4:22:51,"6,15",M-M35
18458,24684,"HOOIJER, ALEIDA",4:23:27,4:21:10,"6,15",F-W40
18459,23751,"BEEST VAN, RENÉ",4:23:28,4:23:19,"6,15",M-M50
18460,17755,"JAKSIC, ZORAN",4:23:28,4:22:58,"6,15",M-M35
18461,21643,"PIVETEAU, ALAIN",4:23:29,4:21:00,"6,15",M-M50
18462,27803,"SALAZAR, LUIS JORGE",4:23:30,4:22:08,"6,15",M-M50
18463,27835,"SZEWCZYK, EWA",4:23:30,4:22:22,"6,15",F-W45
18464,18699,"MAÑES, FRANCISCO JAVIER",4:23:33,4:22:28,"6,15",M-M35
18465,18698,"RAMÓN ALBALAT, ANTONIO",4:23:33,4:22:28,"6,15",M-M35
18466,28312,"CASTELLANI, MASSIMO",4:23:34,4:23:12,"6,15",M-M55
18467,15794,"LUCAS BALDO, FRANCISCO RAMON",4:23:35,4:22:18,"6,15",M-M50
18468,20622,"COLOMER FERRERO, BEGOÑA",4:23:36,4:23:09,"6,15",F-W45
18469,23096,"AUDREY, BOURGUET",4:23:37,4:22:41,"6,15",F-W35
18470,28594,"GINESTAR, JUAN JOSÉ",4:23:37,4:22:59,"6,15",M-M50
18471,26571,"RICHOU, FLORENCE",4:23:37,4:22:34,"6,15",F-W40
18472,12012,"APARICI CARRATALÁ, RUBEN",4:23:38,4:22:19,"6,15",M-SENIOR
18473,20857,"BELARTE, PILAR",4:23:38,4:22:30,"6,15",F-W50
18474,29733,"BARON, HEATHER",4:23:38,4:23:33,"6,15",F-W45
18475,13197,"LÓPEZ MEDEL, MIGUEL",4:23:39,4:22:56,"6,15",M-SENIOR
18476,26163,"VARELA GUTIÉRREZ, IVAN",4:23:40,4:21:58,"6,15",M-M40
18477,26397,"LINSSEN, ROB",4:23:41,4:23:30,"6,15",M-SENIOR
18478,29735,"AVARGUES CISCAR, MARTA",4:23:41,4:22:56,"6,15",F-W40
18479,21180,"MOMPARLER MARZAL, FERNANDO",4:23:41,4:22:56,"6,15",M-M40
18480,20598,"VIGURIA ALEGRIA, UXUE",4:23:42,4:23:17,"6,15",F-W50
18481,20539,"VIGURIA ALEGRIA, JUAN PABLO",4:23:42,4:23:17,"6,15",M-M50
18482,25805,"MONÍS ORTIZ, GEMA",4:23:43,4:23:31,"6,15",F-W50
18483,28264,"BETTINGEN, ANDREAS",4:23:43,4:23:31,"6,15",M-M55
18484,21332,"SIERRA, VICENÇ",4:23:43,4:23:13,"6,15",M-M50
18485,26121,"CHINER PEREZ, JUAN",4:23:43,4:20:38,"6,15",M-M65
18486,9188,"GONZÁLEZ RIVERO, MARCIAL",4:23:45,4:22:37,"6,15",M-M60
18487,28225,"CARRIQUI COLLADOS, JOSE IGNACIO",4:23:45,4:20:40,"6,15",M-M45
18488,28413,"MARTÍNEZ PERALTA, PEDRO",4:23:45,4:20:39,"6,15",M-M40
18489,23272,"ZAIRI, OFER",4:23:45,4:23:19,"6,15",M-M35
18490,25045,"ESTEVE NICASIO, FERNANDO",4:23:45,4:20:39,"6,15",M-M45
18491,18307,"PARRILLA GALDÓN, PAULINO",4:23:45,4:20:39,"6,15",M-M55
18492,24826,"NAVARRO ROIG, RODRIGO FC",4:23:45,4:20:40,"6,15",M-M55
18493,22287,"ORTIZ, LUIS",4:23:45,4:23:15,"6,15",M-M45
18494,25458,"CASAS VARA, JORGE",4:23:45,4:20:39,"6,15",M-M40
18495,21354,"BAYARRI FONTELLES, FRANCISCO",4:23:46,4:22:18,"6,15",M-M55
18496,9572,"RUIZ ROMERO, ALEJANDRO",4:23:46,4:20:40,"6,15",M-M40
18497,22220,"REYES, JEROME",4:23:46,4:23:27,"6,15",M-M40
18498,26113,"MARTÍNEZ BELENGUER, LUCAS",4:23:46,4:20:40,"6,15",M-M40
18499,20938,"MURCIA PARDO, JUAN FCO",4:23:46,4:20:41,"6,15",M-M60
18500,25140,"VALIENTE GARCÍA, ELENA",4:23:46,4:20:40,"6,15",F-SENIOR
18501,24983,"NAVAS LÓPEZ, ÁNGEL",4:23:46,4:20:40,"6,15",M-M45
18502,18300,"MOMPÓ MONTESINOS, JOSE VICENTE",4:23:46,4:20:40,"6,15",M-M45
18503,25534,"CERRILLO ORTIZ, ANDRÉS",4:23:47,4:20:42,"6,15",M-M50
18504,23260,"PELENSKYY, ROS",4:23:47,4:21:29,"6,15",M-UNDER23
18505,24949,"LILLO GRANELL, LUIS RAMON",4:23:47,4:20:43,"6,15",M-M55
18506,3609,"KELLY, MICHAEL J",4:23:47,4:23:42,"6,15",M-M55
18507,25090,"GORDO GRACIA, JAVIER",4:23:48,4:20:43,"6,15",M-M45
18508,26130,"BLANCO REAL, DANIEL",4:23:48,4:22:49,"6,15",M-M45
18509,4146,"ESTEVE GASPAR, IVÁN",4:23:49,4:23:35,"6,15",M-SENIOR
18510,18885,"SALES, ESTELLE",4:23:49,4:23:40,"6,15",F-W45
18511,27996,"KOMILKIW, MARIE",4:23:49,4:23:09,"6,15",F-W35
18512,17786,"IZQUIERDO GIL, CHESUS",4:23:49,4:20:44,"6,15",M-M40
18513,23089,"NICOLAS, CAMACHO",4:23:50,4:23:07,"6,15",M-M35
18514,14014,"ARACIL FERNANDEZ, JAVIER",4:23:50,4:22:56,"6,15",M-M55
18515,25689,"HIDALGO SERENO, MARIA DEL CARMEN",4:23:51,4:22:19,"6,15",F-W40
18516,26443,"CARVAJAL LÓPEZ, FERNANDO",4:23:53,4:23:11,"6,15",M-M35
18517,24550,"GONZÁLEZ BIBIANO, VIRGILIO",4:23:54,4:23:12,"6,15",M-M45
18518,21700,"MOMIGLIANO, CAROLA",4:23:55,4:23:48,"6,15",F-SENIOR
18519,25067,"MCGLEN, CHRISTOPHER",4:23:55,4:23:19,"6,15",M-M60
18520,27262,"CESARE ALESSANDRO, BRANCA",4:23:57,4:23:42,"6,15",M-M55
18521,24556,"CHAVESTA, JHONATHAN",4:23:57,4:23:49,"6,15",M-SENIOR
18522,26557,"WALDACK, HILDE",4:23:58,4:23:51,"6,15",F-W60
18523,22843,"VILLENA MARTÍNEZ, MARIO",4:23:58,4:22:11,"6,15",M-SENIOR
18524,25404,"MOLINA SAMPAYO, JOSE ANTONIO",4:23:59,4:23:07,"6,15",M-M40
18525,25747,"GARCIN, MARGOT",4:23:59,4:23:21,"6,15",F-SENIOR
18526,28327,"MAFUCCI, RICCARDO",4:23:59,4:23:48,"6,15",M-M50
18527,20993,"GARCIA GOMEZ, VICTOR",4:24:00,4:21:51,"6,15",M-M35
18528,25951,"FERRAGUD MASIÀ, LAURA",4:24:00,4:23:33,"6,15",F-W60
18529,22004,"CULVERHOUSE, GEORGE",4:24:00,4:22:31,"6,15",M-SENIOR
18530,26872,"MÉZIN, MAXENCE",4:24:02,4:23:00,"6,15",M-SENIOR
18531,20127,"CALABRO, SALVATORE",4:24:04,4:23:55,"6,15",M-M60
18532,25761,"GENTILI, ARMELLE",4:24:05,4:22:59,"6,16",F-W45
18533,21709,"FARIAS MORENO, YUJEISY",4:24:05,4:22:40,"6,16",F-SENIOR
18534,17290,"CEBAN GIRTOPAN, MIRCEA",4:24:05,4:22:34,"6,16",M-SENIOR
18535,25765,"MACHIO LÓPEZ MOLINA, ANTONIO",4:24:05,4:22:34,"6,16",M-M40
18536,19948,"CAPPONI, SAMUELE",4:24:07,4:23:25,"6,16",M-M50
18537,15225,"MOHAMED, CHERIF",4:24:07,4:22:10,"6,16",M-M55
18538,25158,"VICO RENTERO, JULIAN",4:24:07,4:23:03,"6,16",M-M45
18539,26049,"FISAC PONGILIONI, JAVIER",4:24:08,4:23:55,"6,16",M-M45
18540,23971,"HERRERO, DAVID",4:24:09,4:23:47,"6,16",M-M35
18541,15911,"SANZ, CONSTAN",4:24:10,4:23:33,"6,16",F-W35
18542,21565,"SANCHEZ, JORDI",4:24:11,4:22:40,"6,16",M-M40
18543,21106,"FEBRER SANGLAS, GERARD",4:24:11,4:22:40,"6,16",M-M40
18544,21072,"SERRANO CARO, MAR",4:24:11,4:23:33,"6,16",F-W40
18545,18205,"TRESCOLI TRESCOLI, JOSE DAVID",4:24:11,4:22:50,"6,16",M-M45
18546,25544,"ALCARAZ ORDIÑANA, LOLI",4:24:11,4:23:03,"6,16",F-W40
18547,25694,"VELASCO DE LA PEÑA, SERGIO",4:24:12,4:23:58,"6,16",M-M45
18548,22125,"ALONSO DEL RIO, JAIME",4:24:12,4:22:59,"6,16",M-M50
18549,16236,"MARIN BORRAS, JULIO",4:24:13,4:23:51,"6,16",M-M45
18550,24651,"KROTOV, ARTEM",4:24:13,4:23:00,"6,16",M-M35
18551,15436,"ASENSIO SERRANO, DESIREE",4:24:14,4:21:38,"6,16",F-W40
18552,15755,"MUÑOZ LLANERA, MARÍA JOSÉ",4:24:14,4:21:38,"6,16",F-W50
18553,20742,"ALFARO ABAD, JESÚS",4:24:14,4:23:07,"6,16",M-M45
18554,23149,"SNEIJDER, STEPHEN",4:24:15,4:22:33,"6,16",M-SENIOR
18555,20735,"GUTIERREZ PIEDEHIERRO, RAQUEL",4:24:16,4:23:09,"6,16",F-W50
18556,24951,"GIUNCHI, FRANCESCA",4:24:17,4:24:09,"6,16",F-W40
18557,22617,"JOS, VAN ARKEL",4:24:18,4:23:51,"6,16",M-M35
18558,22433,"ORDUÑA GALLEGO, ALBERT",4:24:18,4:23:41,"6,16",M-M35
18559,28152,"HERNÁNDEZ ORTIZ, RAÚL",4:24:18,4:23:21,"6,16",M-M45
18560,22770,"HAVEL, OLIVIER",4:24:18,4:23:34,"6,16",M-M50
18561,23669,"MORISSET, VIRGINIE",4:24:19,4:22:44,"6,16",F-SENIOR
18562,13542,"MANNEE, MAARTEN",4:24:20,4:23:54,"6,16",M-M55
18563,19369,"VAN LEEUWEN, MARLEEN",4:24:20,4:23:53,"6,16",F-W45
18564,20268,"MAGALLO FELIP, JOAQUIN",4:24:21,4:23:43,"6,16",M-M40
18565,9230,"BALLESTEROS, MANUEL",4:24:21,4:23:44,"6,16",M-M50
18566,11758,"PÉREZ ALBALAT, JOSE VICENTE",4:24:22,4:24:16,"6,16",M-M50
18567,23911,"DRIVSHOLM OSTERGAARD, MARIE LOUISE",4:24:22,4:23:59,"6,16",F-W35
18568,16893,"SEBASTIAN LLONGO, JOSE",4:24:23,4:24:04,"6,16",M-M45
18569,18134,"THOMPSON, ANDREW",4:24:24,4:23:55,"6,16",M-M60
18570,17610,"PÉREZ NOVO, DANIEL",4:24:24,4:23:02,"6,16",M-SENIOR
18571,24156,"NILS, HOVHANNESSIAN",4:24:25,4:22:01,"6,16",M-M50
18572,20460,"DE LA TORRE ISERN, AGUSTIN",4:24:25,4:24:22,"6,16",M-M45
18573,27217,"ARNAUD, SENATORE",4:24:26,4:23:20,"6,16",M-SENIOR
18574,21737,"GONGORA, ALFONSO",4:24:27,4:23:04,"6,16",M-M35
18575,23805,"MULLOR SANZ, ANA",4:24:27,4:24:19,"6,16",F-W45
18576,23806,"GRAU GRAU, CESAR",4:24:27,4:24:20,"6,16",M-M45
18577,22823,"LAGENDIJK, ROB",4:24:27,4:23:57,"6,16",M-M55
18578,23556,"SCHELDEMAN, XSAM",4:24:28,4:23:19,"6,16",F-SENIOR
18579,22558,"JOSEF, BAYR",4:24:30,4:22:50,"6,16",M-M50
18580,23815,"BAUDIN, BRIGITTE",4:24:32,4:23:47,"6,16",F-W60
18581,19319,"CLÉMENT, GRISARD-VAN ROEY",4:24:33,4:23:50,"6,16",M-SENIOR
18582,28024,"VIDAL IGLESIAS, SERGIO",4:24:33,4:23:39,"6,16",M-M45
18583,21075,"YANGUAS RODRIGUEZ, JOSE DAVID",4:24:34,4:22:45,"6,16",M-M40
18584,20776,"AGÜERA MIRALLES, NURIA",4:24:35,4:22:59,"6,16",F-W50
18585,20628,"AGÜERA MIRALLES, MARTA",4:24:35,4:22:59,"6,16",F-W45
18586,28880,"LEWIS, TRACEY",4:24:35,4:23:42,"6,16",F-W50
18587,21411,"CAROLINE, BOYER",4:24:35,4:23:43,"6,16",F-W50
18588,25980,"LLAMAS CASAS, OSCAR",4:24:35,4:24:25,"6,16",M-M35
18589,22844,"RODRÍGUEZ GÓMEZ, MARÍA",4:24:37,4:23:06,"6,16",F-W35
18590,27226,"MATEUS, ANA",4:24:38,4:24:27,"6,16",F-W35
18591,15966,"GARCÍA GARCÍA, ALFREDO",4:24:39,4:24:17,"6,16",M-M60
18592,25863,"GEIGER, VIRGINIE",4:24:40,4:24:13,"6,16",F-W40
18593,16977,"FREITAS, SUSANA",4:24:42,4:24:37,"6,16",F-W45
18594,19044,"BAYTAN, DILEK",4:24:42,4:23:01,"6,16",F-W55
18595,16982,"SANTOS, RICARDO JORGE VICENTE",4:24:42,4:24:37,"6,16",M-M45
18596,26204,"BASS, JESSICA",4:24:42,4:22:32,"6,16",F-SENIOR
18597,21469,"MARTÍNEZ GARCÍA, ALEJANDRO",4:24:42,4:23:51,"6,16",M-UNDER20
18598,23232,"BIRTOCEAN, CRISTIAN",4:24:43,4:24:11,"6,16",M-M40
18599,21993,"VAN BURGSTEDEN, RON",4:24:43,4:24:08,"6,16",M-M55
18600,1732,"FRANCO ALFARO, ANDREA",4:24:45,4:23:31,"6,16",F-W45
18601,24487,"OMLO, JORIM",4:24:45,4:23:43,"6,16",M-SENIOR
18602,20800,"CUBEL MONTESINOS, ANTONIO",4:24:45,4:23:33,"6,16",M-M55
18603,20920,"RECHE CAMPAYO, JOSE MIGUEL",4:24:45,4:23:35,"6,16",M-M50
18604,25265,"GRANERO SAHUQUILLO, ARACELI",4:24:45,4:24:26,"6,16",F-W40
18605,25283,"LORCA CHAPA, PABLO ANTONIO",4:24:46,4:23:05,"6,16",M-M40
18606,21291,"DIAZ, RAFAEL",4:24:46,4:23:35,"6,16",M-M50
18607,21015,"LON FERNANDEZ, JOSE VICENTE",4:24:46,4:24:28,"6,16",M-M55
18608,18255,"SALAZAR, MAURIZIO",4:24:46,4:22:15,"6,16",M-M45
18609,19527,"DELABY, JEAN-MARC",4:24:47,4:23:22,"6,17",M-M55
18610,23829,"SOLER ALEMANY, ALFONSO",4:24:47,4:23:54,"6,17",M-M35
18611,25397,"DE KAM, ALBERTUS",4:24:48,4:24:39,"6,17",M-M40
18612,21047,"BERNAT MONROS, AMPARO",4:24:48,4:22:47,"6,17",F-W40
18613,28607,"LAURENT, RAPHAEL",4:24:48,4:24:09,"6,17",M-M60
18614,25851,"GARCÍA PÉREZ, MCARMEN",4:24:49,4:24:03,"6,17",F-W45
18615,25267,"DE LA CRUZ ROMAN, AGUSTIN",4:24:49,4:24:37,"6,17",M-M70
18616,17675,"ZITO, PAOLO",4:24:49,4:24:31,"6,17",M-M55
18617,17259,"PÉREZ ROIG, CARLOS",4:24:49,4:24:12,"6,17",M-M35
18618,24973,"GARCÍA BERMELL, CRISTINA",4:24:51,4:24:06,"6,17",F-W45
18619,25615,"GONZÁLEZ GARCIA, JUAN CARLOS",4:24:51,4:24:06,"6,17",M-M50
18620,12312,"JUÁREZ, JESÚS",4:24:51,4:23:56,"6,17",M-M45
18621,21208,"FERRANDIS CORTÉS, ANA",4:24:52,4:22:25,"6,17",F-SENIOR
18622,24573,"PÉREZ CARRASCO, FRANCISCO JOSÉ",4:24:52,4:23:49,"6,17",M-M35
18623,21693,"COBO, OLGA",4:24:52,4:23:22,"6,17",F-W45
18624,23690,"SOLER ALEMANY, VICENTE",4:24:52,4:24:00,"6,17",M-SENIOR
18625,23974,"CABRERA BAJO, FERNANDO",4:24:53,4:22:57,"6,17",M-M60
18626,24815,"DEL RÍO VELLOSILLO, NOELIA",4:24:53,4:23:51,"6,17",F-W35
18627,24779,"DEL RIO VELLOSILLO, ELSA",4:24:53,4:23:51,"6,17",F-W35
18628,25890,"RUIZ PINTO, JUANA",4:24:53,4:23:23,"6,17",F-W55
18629,28348,"DIJKSTRA, CORINA",4:24:55,4:24:47,"6,17",F-SENIOR
18630,20964,"PUCHALT MOCHOLÍ, TOMÁS RAMÓN",4:24:57,4:22:56,"6,17",M-M50
18631,26961,"CHANTAL, COMTE",4:24:57,4:23:59,"6,17",F-W55
18632,27123,"JULIE, ARTIGNY",4:24:57,4:24:46,"6,17",F-SENIOR
18633,29742,"ALEXANDRE, LE BRIS",4:24:57,4:24:06,"6,17",M-SENIOR
18634,23249,"CLAUDE, VIRGINIE",4:24:58,4:24:47,"6,17",F-W45
18635,21786,"WIEBERNEIT, ALEXANDER",4:24:58,4:22:34,"6,17",M-M50
18636,21785,"WIEBERNEIT, BETTINA",4:24:58,4:22:34,"6,17",F-W45
18637,21986,"FREIS, DANIEL",4:24:59,4:22:28,"6,17",M-M60
18638,28716,"CROWTHER, RUTH",4:24:59,4:24:36,"6,17",F-W60
18639,21059,"LAGUNA CONEJEROS, SERGIO",4:25:00,4:22:56,"6,17",M-M45
18640,22515,"KHAIRALLAH, SANDRINE",4:25:00,4:24:38,"6,17",F-W45
18641,19867,"FALLACARA, GIUSEPPE",4:25:01,4:24:42,"6,17",M-M35
18642,25506,"GIMENO CAUSAPE, BEA",4:25:01,4:24:55,"6,17",F-W45
18643,26318,"CARPIO CHECA, RAÚL",4:25:01,4:24:45,"6,17",M-M35
18644,25509,"ALCAZAR MARTINEZ, FABIAN ANDRES",4:25:02,4:23:51,"6,17",M-M40
18645,17059,"MORANT ARMERO, DANIEL",4:25:02,4:24:41,"6,17",M-SENIOR
18646,27220,"CHIARELLO, MAURIZIO",4:25:03,4:24:00,"6,17",M-M55
18647,22760,"SOKOTA, DJURDJICA",4:25:03,4:24:21,"6,17",F-W55
18648,22987,"MARABOTTO ESTÉVEZ, JULIO ANDRÉS",4:25:04,4:23:23,"6,17",M-SENIOR
18649,28584,"RECHE MARTÍNEZ, MARCOS",4:25:04,4:23:41,"6,17",M-M40
18650,22921,"HERVAS MAS, JORGE",4:25:05,4:23:48,"6,17",M-M45
18651,27001,"LE MARQUAND, SARAH",4:25:05,4:23:50,"6,17",F-SENIOR
18652,25271,"POVEDA OROZCO, ROSALÍA",4:25:06,4:24:24,"6,17",F-W50
18653,19916,"AVELLA, SAVERIO",4:25:06,4:24:17,"6,17",M-M45
18654,23265,"AVERMAETE, TESSA",4:25:08,4:24:55,"6,17",F-W45
18655,23316,"LEEMAN, GEERT",4:25:09,4:24:56,"6,17",M-M45
18656,16909,"TUMMINIA, ROBERTO SALVATORE MARIA",4:25:09,4:23:46,"6,17",M-M45
18657,21237,"RAMOS FAJARDO, MARIA",4:25:10,4:23:20,"6,17",F-W35
18658,16433,"SALVADOR ALIAGA, JAVIER",4:25:10,4:24:19,"6,17",M-M45
18659,21239,"FERNANDEZ PULIDO, ENCARNA MARIA",4:25:10,4:23:20,"6,17",F-W45
18660,21147,"LÓPEZ JIMÉNEZ, JOSÉ ÁNGEL",4:25:10,4:23:21,"6,17",M-M45
18661,27811,"LEGGERI, DAVIDE",4:25:11,4:23:19,"6,17",M-M35
18662,12993,"SANCHEZ TRONCOSO, CAROLINA",4:25:11,4:23:28,"6,17",F-W45
18663,25709,"VALLEJO MONTES, LUIS JAVIER",4:25:13,4:23:48,"6,17",M-M40
18664,23014,"KOLODZIEJCZYK, MICHAL",4:25:15,4:25:04,"6,17",M-M40
18665,21888,"PARRADO PATIÑO, DAVID",4:25:16,4:25:14,"6,17",M-M40
18666,17558,"MAHILLO MARTINEZ, JAIME",4:25:17,4:24:22,"6,17",M-M35
18667,26853,"MEDA, FABIO",4:25:17,4:24:47,"6,17",M-M45
18668,26634,"GULDBAKKE OIESVOLD, JORUN",4:25:18,4:25:02,"6,17",F-SENIOR
18669,27200,"AZNAR AZNAR, ANA BELÉN",4:25:18,4:24:17,"6,17",F-W50
18670,21131,"BABILONI SAIZ, ARMANDO",4:25:18,4:24:22,"6,17",M-M45
